,Country,Region,Happiness Score,Log GDP per Capita,Social Support,Life Expectancy,Freedom,Generosity,Perceptions of Corruption,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,year
0,Finland,Western Europe,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019000000004,0.19544458399999998,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2020
1,Denmark,Western Europe,7.645599842,10.77400112,0.955990791,72.40250397,0.9514442679999999,0.06620177599999999,0.168489456,1.326948524,1.5034492019999999,0.979332566,0.665039897,0.24279339600000002,0.49526032799999997,2020
2,Switzerland,Western Europe,7.559899807000001,10.97993279,0.942846596,74.10244751,0.921336651,0.105911039,0.303728431,1.39077425,1.4724034069999998,1.040533185,0.62895447,0.269055754,0.407945901,2020
3,Iceland,Western Europe,7.504499912000001,10.77255917,0.9746695759999999,73,0.948891878,0.246944219,0.7117097379999999,1.326501608,1.5475674869999998,1.000843406,0.661980748,0.362330228,0.14454077199999998,2020
4,Norway,Western Europe,7.4879999160000015,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.26321819399999996,1.42420733,1.4951725009999999,1.0080718990000002,0.670200884,0.287985086,0.43410056799999996,2020
5,Netherlands,Western Europe,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.338946342,1.463645935,0.9756753440000001,0.61362648,0.336317569,0.368569762,2020
6,Sweden,Western Europe,7.353499889,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.322235227,1.4333477019999998,0.9864704609999999,0.6502977010000001,0.272827893,0.442066371,2020
7,New Zealand,North America and ANZ,7.299600123999999,10.50094318,0.9491189720000001,73.20262909,0.9362174870000001,0.191598073,0.22113885,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.46126827600000003,2020
8,Austria,Western Europe,7.294199944,10.7428236,0.9280458690000001,73.00250244,0.899989486,0.085429221,0.49995487899999996,1.317285538,1.437444925,1.000933528,0.6033688779999999,0.255509764,0.28125613899999996,2020
9,Luxembourg,Western Europe,7.2375001910000005,11.45068073,0.9069122079999999,72.59999847,0.90563643,-0.004620588,0.367084295,1.536676049,1.3875284190000001,0.986442685,0.610137045,0.19595392,0.367041469,2020
10,Canada,North America and ANZ,7.23210001,10.69236851,0.927176654,73.60160065,0.9339132309999999,0.124770768,0.390843362,1.301647663,1.4353919030000002,1.022501945,0.644028127,0.28152892,0.35170185600000003,2020
11,Australia,North America and ANZ,7.222799778,10.72059631,0.9448546170000001,73.60453796,0.915431738,0.19046016,0.41516912,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,2020
12,United Kingdom,Western Europe,7.164500237,10.60013485,0.93668282,72.30160522,0.834743679,0.263732493,0.43591591700000004,1.273061037,1.457844973,0.97570008,0.525168657,0.37343344100000003,0.322601646,2020
13,Israel,Middle East and North Africa,7.128600121,10.41752529,0.913571239,73.20025635,0.7475805879999999,0.10259372,0.78085506,1.216463685,1.4032567740000002,1.008052945,0.42069947700000004,0.26686179600000004,0.09989845,2020
14,Costa Rica,Latin America and Caribbean,7.121399879,9.658156395,0.901545942,71.29985046,0.9347389340000001,-0.10242971,0.7863324279999999,0.981107712,1.374853611,0.9396353359999999,0.6450177429999999,0.131266311,0.096362092,2020
15,Ireland,Western Europe,7.093699932000001,11.16097832,0.9420815709999999,72.30078888,0.8869829770000001,0.145784974,0.357184172,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.37343326200000004,2020
16,Germany,Western Europe,7.075799942000001,10.7328186,0.898874462,72.20201874,0.867371082,0.08017938599999999,0.456422031,1.314184546,1.3685437440000001,0.9721148009999999,0.564274132,0.252037704,0.309362292,2020
17,United States,North America and ANZ,6.9395999910000015,10.92576885,0.914219022,68.29949951,0.842619538,0.149891734,0.6997153159999999,1.37398684,1.4047867059999999,0.831618011,0.534608245,0.298143059,0.152284741,2020
18,Czech Republic,Central and Eastern Europe,6.9109001160000005,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.212322354,1.40528667,0.89456445,0.505744576,0.046325929,0.049803223,2020
19,Belgium,Western Europe,6.863500117999999,10.673639300000001,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.2958427670000001,1.3986775880000002,0.964901149,0.499805421,0.146966159,0.208724052,2020
20,United Arab Emirates,Middle East and North Africa,6.790800095,11.1099987,0.8491811159999999,67.08278656,0.941345513,0.123450845,0.594502211,1.4310864209999998,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2020
21,Malta,Western Europe,6.772799968999999,10.53383827,0.93037951,72.19999695,0.9249114390000001,0.214965805,0.658547282,1.2525132890000001,1.442956924,0.9720420240000001,0.633239031,0.341180831,0.17886407699999998,2020
22,France,Western Europe,6.663799762999999,10.58422279,0.937103748,73.80193329,0.8254676459999999,-0.130641967,0.583521128,1.268129349,1.458839178,1.029714227,0.5140509010000001,0.112607703,0.227303237,2020
23,Mexico,Latin America and Caribbean,6.465000152999999,9.797797203,0.8386654259999999,68.29902649,0.8587092759999999,-0.175266623,0.806821585,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2020
24,Taiwan,East Asia,6.45539999,10.77568531,0.894309103,69.59999847,0.77153033,-0.07319869799999999,0.73188293,1.3274705409999998,1.357760668,0.8784379959999999,0.44940438899999996,0.150598705,0.131516352,2020
25,Uruguay,Latin America and Caribbean,6.440100192999999,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.19342507399999997,2020
26,Saudi Arabia,Middle East and North Africa,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,-0.16869506199999998,0.682619512,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2020
27,Spain,Western Europe,6.4008998870000005,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714000000005,0.765859902,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,2020
28,Guatemala,Latin America and Caribbean,6.398900032,8.924805641,0.8166214820000001,64.8089447,0.9081475729999999,-0.042938665,0.783237457,0.7538157109999999,1.174267054,0.705952585,0.613146722,0.170611665,0.09836030000000001,2020
29,Italy,Western Europe,6.38740015,10.48183632,0.8898785709999999,73.60168457,0.66465199,-0.04346099900000002,0.873404682,1.236396074,1.3472959999999998,1.0225049259999999,0.321305573,0.17026621100000006,0.040145598,2020
30,Singapore,Southeast Asia,6.3770999910000015,11.39552116,0.9102689620000001,76.80458069,0.926645339,0.029879224,0.109784193,1.519580126,1.39545691,1.137814283,0.635317206,0.21877090600000001,0.533162236,2020
31,Brazil,Latin America and Caribbean,6.375599861,9.56643486,0.896723807,66.48016357,0.799804807,-0.10181239199999999,0.7706012729999999,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,2020
32,Slovenia,Central and Eastern Europe,6.363399982000001,10.39232254,0.939575672,71.1029892,0.936142623,-0.080603383,0.817071021,1.208652496,1.464677691,0.932548046,0.646700144,0.145701498,0.076516323,2020
33,El Salvador,Latin America and Caribbean,6.34829998,8.909075737,0.8060922620000001,66.10826111,0.833805263,-0.12107297800000001,0.754319906,0.748940408,1.149397612,0.752730012,0.5240439179999999,0.11893630000000001,0.11703035199999999,2020
34,Kosovo,Central and Eastern Europe,6.325200081,9.204429626,0.8207265140000001,63.88555527,0.861535907,0.19093376399999998,0.922328293,0.8404813409999999,1.183962822,0.672709167,0.557280421,0.325286865,0.008559024,2020
35,Panama,Latin America and Caribbean,6.304800033999999,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.097667813,1.3761492969999998,0.878546536,0.57984978,0.097207308,0.054230525999999994,2020
36,Slovakia,Central and Eastern Europe,6.280600071,10.34774971,0.9224937559999999,68.90634155,0.7499526740000001,-0.12440930300000001,0.918096125,1.194837689,1.424331188,0.853465259,0.423542529,0.11672977400000001,0.011291441000000001,2020
37,Uzbekistan,Commonwealth of Independent States,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.248427153,0.501497388,0.6966529490000001,1.4340200419999998,0.716703713,0.6932703259999999,0.36331102299999996,0.280260265,2020
38,Chile,Latin America and Caribbean,6.228499889,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,1.096992493,1.323286891,0.889260828,0.41748222700000004,0.155579001,0.06284935,2020
39,Bahrain,Middle East and North Africa,6.227300167,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393470999999999,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.12669725699999998,2020
40,Lithuania,Central and Eastern Europe,6.215499877999999,10.34362602,0.926107109,67.29407501,0.747381449,-0.21972529600000001,0.809583843,1.193559647,1.4328657390000001,0.795421183,0.42046079,0.053691040999999995,0.081350274,2020
41,Trinidad and Tobago,Latin America and Caribbean,6.1918997760000005,10.26000214,0.91529417,63.5,0.8579071159999999,0.000526841,0.9122306109999999,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2020
42,Poland,Central and Eastern Europe,6.1862998010000005,10.26512432,0.874257445,69.31113434,0.8620557790000001,-0.205084071,0.6869270209999999,1.16922915,1.310399771,0.868038476,0.557903528,0.06337424400000001,0.160541251,2020
43,Colombia,Latin America and Caribbean,6.163400172999999,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,0.93220371,1.33445096,0.8100201490000001,0.526890039,0.092374094,0.04584837,2020
44,Cyprus,Western Europe,6.15899992,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731495999999995,0.8562717440000001,1.21279943,1.149170756,1.0261245970000001,0.45938587200000003,0.227932334,0.051207144,2020
45,Nicaragua,Latin America and Caribbean,6.13710022,8.493160247999999,0.8574970359999999,67.50717926,0.8639028670000001,0.020959141,0.665950119,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2020
46,Romania,Central and Eastern Europe,6.123700142000001,10.107584,0.8251615170000001,67.20723724,0.842823207,-0.19781521,0.9343002440000001,1.1204016209999998,1.1944381000000002,0.79229486,0.534852326,0.068181619,0.0008295689999999999,2020
47,Kuwait,Middle East and North Africa,6.102099895,11.08982468,0.8464752440000001,66.76764679,0.8723664879999999,-0.100184701,0.7608490590000001,1.424833655,1.244779825,0.776468933,0.5702614189999999,0.132751092,0.112814933,2020
48,Mauritius,Sub-Saharan Africa,6.101299762999999,9.956786156,0.910357833,66.40434265,0.889534533,-0.018318573,0.8053430909999999,1.07366395,1.3956668380000001,0.7633894090000001,0.590838134,0.18689455100000002,0.084088229,2020
49,Kazakhstan,Commonwealth of Independent States,6.0578999520000005,10.11465836,0.934744895,64.60996246,0.811601937,-0.068488635,0.7644908429999999,1.122594237,1.453267694,0.6987889409999999,0.497432142,0.15371379300000002,0.11046368599999999,2020
50,Estonia,Central and Eastern Europe,6.0218000410000005,10.34001732,0.9347299929999999,68.60495758,0.87770915,-0.111697771,0.623073816,1.192441225,1.453232527,0.842615008,0.576664805,0.12513674800000002,0.201766819,2020
51,Philippines,Southeast Asia,6.006000042,8.993545532,0.8467300529999999,61.92676163,0.915463448,-0.105463006,0.7336341140000001,0.7751206759999999,1.245381713,0.602189481,0.6219151620000001,0.12926021199999999,0.13038572699999998,2020
52,Hungary,Central and Eastern Europe,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,-0.19432301800000001,0.892916501,1.1643071170000001,1.4230093959999999,0.806793869,0.386401802,0.070491239,0.027548173,2020
53,Thailand,Southeast Asia,5.9987998010000005,9.741791725,0.8899732229999999,67.25059509,0.905063033,0.268685192,0.8862723109999999,1.007029295,1.3475195169999998,0.7938558459999999,0.609449804,0.376709014,0.031837862,2020
54,Argentina,Latin America and Caribbean,5.974699974,9.810955048,0.900567949,68.80380249,0.831132412,-0.194913864,0.8420098420000001,1.028465629,1.3725436930000001,0.849773705,0.520840347,0.070100471,0.060415059000000014,2020
55,Honduras,Latin America and Caribbean,5.953199862999999,8.424534798,0.821870148,67.19876862,0.870603263,0.086969115,0.801131904,0.598763585,1.186664104,0.791989982,0.568148077,0.256528199,0.086807102,2020
56,Latvia,Central and Eastern Europe,5.9499998089999995,10.17531967,0.9182885890000001,66.8074646,0.671237648,-0.186888844,0.7955800890000001,1.14139545,1.414398789,0.7779024240000001,0.329198807,0.075407945,0.090391524,2020
57,Ecuador,Latin America and Caribbean,5.925199986,9.246058463999999,0.836418986,68.50003815,0.8598289490000001,-0.127014965,0.8012151120000001,0.853383601,1.221027613,0.838837743,0.555234551,0.115006477,0.086753383,2020
58,Portugal,Western Europe,5.9109001160000005,10.26374245,0.8865907190000001,72.40202332,0.8887478109999999,-0.220714301,0.8926295040000001,1.168800831,1.3395303490000001,0.979315281,0.5898951889999999,0.053036947,0.027733466000000002,2020
59,Jamaica,Latin America and Caribbean,5.889800072000001,9.006250381000001,0.9157018659999999,67.09999847,0.8580685259999999,-0.12510676699999998,0.8888900279999999,0.779058397,1.408289194,0.7884340879999999,0.553124607,0.116268493,0.030147785,2020
60,South Korea,East Asia,5.872399807000001,10.51056671,0.7993871570000001,73.60272979999998,0.6129651070000001,-0.043404032,0.789067447,1.245300651,1.133560538,1.0225425959999999,0.25935635,0.17030386600000005,0.09459628199999999,2020
61,Japan,East Asia,5.870800018,10.57968903,0.883545935,75.00096893,0.8099613790000001,-0.24691034899999997,0.654558063,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.18143963800000001,2020
62,Peru,Latin America and Caribbean,5.796800137000001,9.456313133,0.8310752509999999,68.10023499,0.8247660990000001,-0.16238822,0.8937149640000001,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2020
63,Serbia,Central and Eastern Europe,5.77820015,9.680980682000001,0.881475747,68.21020508,0.726495862,-0.073676221,0.843509018,0.9881818290000001,1.327448964,0.828403294,0.395428419,0.15028289,0.059447147,2020
64,Bolivia,Latin America and Caribbean,5.747499942999999,8.851115227000001,0.803108692,63.6004715,0.875873327,-0.09168113,0.8226062059999999,0.7309763429999999,1.142350554,0.6624456639999999,0.5744645,0.13837507400000001,0.072942637,2020
65,Pakistan,South Asia,5.69329977,8.482727051,0.689062297,58.25313568,0.734833717,0.04489987,0.7457054259999999,0.616799474,0.872979581,0.46993324200000003,0.405421734,0.22870506300000001,0.122592121,2020
66,Paraguay,Latin America and Caribbean,5.6921000479999995,9.389982224,0.8987278940000001,65.63993835,0.885923445,0.007997713,0.8347885009999999,0.897990823,1.36819756,0.7358696459999999,0.586510062,0.20429924100000002,0.065077379,2020
67,Dominican Republic,Latin America and Caribbean,5.6891999239999995,9.664880753,0.882085383,65.80748749,0.8662027720000001,-0.131263286,0.755999923,0.9831918479999999,1.328888893,0.7419016959999999,0.5628739,0.112196781,0.115945682,2020
68,Bosnia and Herzegovina,Central and Eastern Europe,5.674099922000001,9.455817223,0.829204142,67.80813599,0.651352704,0.098274559,0.933769107,0.91839546,1.203986526,0.813928187,0.305365741,0.264005244,0.001172487,2020
69,Moldova,Commonwealth of Independent States,5.607500076,8.776714325,0.843313575,65.01301575,0.721609175,-0.037741039,0.913314283,0.7079167959999999,1.237312198,0.713299453,0.38957148799999997,0.174049184,0.014378743999999999,2020
70,Tajikistan,Commonwealth of Independent States,5.555699825,8.024810791,0.835297108,64.10459137,0.831383407,-0.025088511,0.5920760629999999,0.474874616,1.218377709,0.680594802,0.521141171,0.182417125,0.221779913,2020
71,Montenegro,Central and Eastern Europe,5.54610014,9.751860619,0.855314612,68.50534821,0.649565637,-0.075600356,0.7831215859999999,1.010150075,1.265657902,0.839028895,0.303223848,0.14901033,0.09843511099999999,2020
72,Russia,Commonwealth of Independent States,5.546000004,10.12887192,0.903150737,64.10045624,0.729892612,-0.151153743,0.864802599,1.126999617,1.3786441090000001,0.68044591,0.399499595,0.099041916,0.045699362,2020
73,Kyrgyzstan,Commonwealth of Independent States,5.541500092000001,8.148405075,0.8872284890000001,64.10601044,0.909374893,0.15477205800000002,0.888396084,0.513180971,1.341036677,0.680645883,0.614617765,0.30137074,0.030466691,2020
74,Belarus,Commonwealth of Independent States,5.539899826,9.779945374,0.90674746,66.10433197,0.6391630770000001,-0.164926544,0.63571167,1.0188544990000001,1.38713932,0.75258857,0.29075586800000003,0.08993306,0.193607435,2020
75,North Cyprus,Western Europe,5.53550005,10.40570259,0.820356607,73.70222473,0.79529351,0.00022715900000000005,0.62611568,1.21279943,1.183089137,1.0261245970000001,0.477885723,0.19916005399999998,0.199802905,2020
76,Greece,Western Europe,5.514999866,10.13232613,0.8143803479999999,72.40525818,0.5413451189999999,-0.30090737300000003,0.8599314090000001,1.128070116,1.168973565,0.979431748,0.17351634800000001,0,0.048844352,2020
77,Hong Kong,East Asia,5.510399818,10.934671400000001,0.8459690809999999,76.77170563,0.7798337940000001,0.134979904,0.420607209,1.3767460580000002,1.243584275,1.136630654,0.459356517,0.288280904,0.332485437,2020
78,Croatia,Central and Eastern Europe,5.504700184,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.109024286,1.311264873,0.900575578,0.3814568820000001,0.113998979,0.012325006000000001,2020
79,Libya,Middle East and North Africa,5.488800049,9.789815903,0.8259429340000001,62.29999924,0.773157001,-0.085054487,0.668779135,1.021913767,1.196283698,0.615626633,0.45135405700000003,0.14275769900000002,0.17225807899999998,2020
80,Mongolia,East Asia,5.4562001229999995,9.412186623,0.9371424909999999,62.30448532,0.693351328,0.09809386699999999,0.863511205,0.904872775,1.4589306119999998,0.6157881620000001,0.355703115,0.26388573600000004,0.046533125999999994,2020
81,Malaysia,Southeast Asia,5.384300232,10.26251888,0.816509426,67.10215759,0.8946268559999999,0.11472679699999999,0.8393023009999999,1.168421626,1.17400229,0.7885118720000001,0.596941531,0.274886161,0.062163132999999995,2020
82,Vietnam,Southeast Asia,5.353499889,8.809545517,0.849987149,67.95273590000001,0.939592957,-0.094533332,0.79642123,0.718092382,1.253074765,0.819133997,0.650835574,0.136488721,0.089848459,2020
83,Indonesia,Southeast Asia,5.285600185,9.36975193,0.808379889,62.15584946,0.8706144090000001,0.519586504,0.876296401,0.891720712,1.1548008920000001,0.610437036,0.568161428,0.542646527,0.038278612999999996,2020
84,Ivory Coast,Sub-Saharan Africa,5.233300208999999,8.225561142,0.658048689,49.50377274,0.727909327,-0.043991156,0.7907719609999999,0.537094414,0.7997272609999999,0.154942513,0.39712253200000003,0.16991558699999998,0.09349579400000001,2020
85,Benin,Sub-Saharan Africa,5.21600008,7.674319744,0.46867114299999996,54.31246567,0.735182583,-0.003537213,0.7405325770000001,0.366244704,0.352428436,0.328062952,0.40583989,0.196670428,0.125931874,2020
86,Maldives,South Asia,5.197599888,9.518632889,0.91316092,70.59999847,0.8539627790000001,0.038085497999999995,0.824211061,0.9378643040000001,1.402287602,0.9144395590000001,0.548203647,0.224198252,0.071906492,2020
87,Congo (Brazzaville),Sub-Saharan Africa,5.1943998339999995,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,0.633616745,0.7576360109999999,0.45810112399999997,0.386514395,0.11721601300000001,0.118670784,2020
88,Azerbaijan,Commonwealth of Independent States,5.164800167,9.687726974,0.819308281,65.50839996,0.786824107,-0.24025528100000001,0.55253756,0.990272701,1.180613041,0.731134057,0.467734724,0.040113214,0.24730718100000001,2020
89,Macedonia,Central and Eastern Europe,5.1598000530000006,9.510591507000001,0.820392311,67.50442505,0.738840938,-0.019877451,0.8974905009999999,0.935371995,1.183173537,0.802994132,0.41022458700000003,0.18586354,0.024595059,2020
90,Ghana,Sub-Saharan Africa,5.1479997630000005,8.350645065,0.728601098,57.20398712,0.794796526,0.09417085300000001,0.8479647640000001,0.575862467,0.96636796,0.432162255,0.47729006399999996,0.261291206,0.056570380999999996,2020
91,Nepal,South Asia,5.137199879,7.925357342000001,0.785512447,63.77917862,0.797565043,0.154168829,0.7380991579999999,0.444050372,1.100789309,0.66887939,0.480608255,0.300971806,0.127502963,2020
92,Turkey,Middle East and North Africa,5.131800175,10.12941933,0.826313555,66.90281677,0.6088304520000001,-0.17104643600000002,0.748197377,1.127169251,1.197159171,0.781335294,0.25440076,0.08588556900000001,0.120983243,2020
93,China,East Asia,5.123899937,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539710999999999,0.990533412,1.132080674,0.867248535,0.6016051170000001,0.079021044,0.117255554,2020
94,Turkmenistan,Commonwealth of Independent States,5.119100093999999,9.74803257,0.958966196,62.21170807,0.8264570240000001,0.187671542,0.883691847,1.008963585,1.510476947,0.6124480370000001,0.515236676,0.323129326,0.03350389,2020
95,Bulgaria,Central and Eastern Europe,5.101500034,9.869318962000001,0.937840343,66.80397797,0.745178163,-0.143908441,0.9355851409999999,1.046554685,1.4605789180000002,0.7777768970000001,0.417820066,0.10383371300000001,0,2020
96,Morocco,Middle East and North Africa,5.094799995,8.940313339,0.5926284789999999,65.89624023,0.772072434,-0.240377247,0.8157246109999999,0.75862211,0.6452084779999999,0.745096922,0.45005413899999996,0.040032551,0.07738560400000001,2020
97,Cameroon,Sub-Saharan Africa,5.084899902,8.118647575,0.700386405,52.704940799999996,0.7630518079999999,-0.00149645,0.8513365979999999,0.503958046,0.89972645,0.270189553,0.4392424820000001,0.198020101,0.054393422000000004,2020
98,Venezuela,Latin America and Caribbean,5.053199768,8.977793693999999,0.890408158,66.50534058,0.62327832,-0.16909050899999994,0.837038398,0.7702386379999999,1.3485468630000002,0.76702553,0.271717221,0.08717915400000001,0.06362477700000001,2020
99,Algeria,Middle East and North Africa,5.005099773,9.537964821000001,0.8033851390000001,65.90517426,0.46661090899999996,-0.121105164,0.7354851370000001,0.9438560009999999,1.143003583,0.745418549,0.083943799,0.118915014,0.12919065400000002,2020
100,Senegal,Sub-Saharan Africa,4.980800152,8.118982315,0.723616004,59.59915161,0.6905961629999999,-0.052335154,0.808785141,0.5040618179999999,0.95459342,0.518391907,0.352400899,0.164397135,0.081865937,2020
101,Guinea,Sub-Saharan Africa,4.949299812,7.750990391,0.637573481,54.46780014,0.7068467740000001,0.076328471,0.761794448,0.390007734,0.75136596,0.333655238,0.37187805799999996,0.249490842,0.11220455900000001,2020
102,Niger,Sub-Saharan Africa,4.909599781,6.8421669010000015,0.617435038,53.50009537,0.759772122,0.013860817,0.722530186,0.10833033199999999,0.7038001420000001,0.29881635300000003,0.435311615,0.20817689600000008,0.137554765,2020
103,Laos,Southeast Asia,4.888599873,8.79858017,0.7375022170000001,58.70992279,0.907213569,0.11137148,0.634679317,0.714693844,0.9873918890000001,0.4863782820000001,0.612027287,0.27266711,0.194273964,2020
104,Albania,Central and Eastern Europe,4.882699966000001,9.417930603,0.671070457,68.70813751,0.7819942240000001,-0.042309489000000006,0.896303713,0.906653047,0.830483913,0.8463296290000001,0.461945891,0.171027765,0.025361285,2020
105,Cambodia,Southeast Asia,4.8484001160000005,8.249890327000001,0.773080647,61.52996826,0.9597046379999999,0.051911179,0.8227690459999999,0.544634938,1.0714260340000001,0.587904334,0.674940348,0.233342081,0.072837502,2020
106,Bangladesh,South Asia,4.832799911,8.287063599,0.687292993,64.50306702,0.90062499,-0.033664726,0.661843538,0.556156278,0.8688005809999999,0.694940507,0.604130566,0.17674511699999998,0.176735908,2020
107,Gabon,Sub-Saharan Africa,4.829299927,9.680537224,0.787886858,59.71533966,0.7048292159999999,-0.22226162300000002,0.8491509559999999,0.9880443809999999,1.10639751,0.522574842,0.36945989700000004,0.052013602,0.05580453900000002,2020
108,South Africa,Sub-Saharan Africa,4.814099789,9.403370857,0.8525322679999999,56.50601196,0.7593300940000001,-0.10977732400000001,0.843423843,0.9021404390000001,1.259086251,0.407034069,0.43478182,0.12640684800000002,0.05950214,2020
109,Iraq,Middle East and North Africa,4.7848000530000006,9.661095619,0.7476949690000001,59.90354919,0.633182645,-0.06956476,0.82226181,0.9820187090000001,1.011466622,0.529350698,0.283588052,0.15300206800000002,0.073164992,2020
110,Lebanon,Middle East and North Africa,4.771500111,9.3617239,0.824338138,67.10658264,0.5513575079999999,-0.06121527,0.90225625,0.889232516,1.19249332,0.7886711359999999,0.18551667,0.158524141,0.021518147,2020
111,Burkina Faso,Sub-Saharan Africa,4.768700123,7.46854496,0.7129436140000001,53.88945389,0.665563583,-0.019080516000000002,0.739795029,0.302467644,0.9293859,0.312833875,0.322398156,0.18639060899999998,0.126408055,2020
112,Gambia,Sub-Saharan Africa,4.750599861,7.321814537000001,0.6931687,55.01201629999999,0.733163178,0.34319871700000004,0.6907178159999999,0.256990552,0.8826786879999999,0.35324788100000004,0.403419524,0.425989687,0.158093795,2020
113,Mali,Sub-Saharan Africa,4.729300021999999,7.629852295,0.7314689759999999,51.72698212,0.71156615,-0.044366925999999994,0.839328408,0.35246264899999996,0.97314173,0.234981522,0.377534449,0.16966705,0.062146275999999986,2020
114,Nigeria,Sub-Saharan Africa,4.724100113,8.57662487,0.73721689,49.86190796,0.759578407,0.033745807,0.861874342,0.645901859,0.986717939,0.16783593600000002,0.435079455,0.221328124,0.047589935,2020
115,Armenia,Commonwealth of Independent States,4.676799774,9.100476265,0.7574794290000001,66.75065613,0.7120178340000001,-0.13877961,0.7735447879999999,0.8082624079999999,1.0345768929999999,0.77585727,0.37807580799999996,0.107225738,0.104618184,2020
116,Georgia,Commonwealth of Independent States,4.672599792,9.226100922,0.629033029,64.49520874,0.8016415240000001,-0.22892037,0.665944695,0.847198069,0.7311939000000001,0.6946576240000001,0.485494107,0.047609735,0.174088076,2020
117,Iran,Middle East and North Africa,4.672399998,9.813719749,0.6946896909999999,66.00614929,0.647873282,0.11789110300000001,0.714635968,1.029322505,0.8862711790000001,0.749053836,0.301195472,0.27697894,0.142651513,2020
118,Jordan,Middle East and North Africa,4.6333999630000005,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,0.785179198,1.140118599,0.777624726,0.42485508299999997,0.091494769,0.151878625,2020
119,Mozambique,Sub-Saharan Africa,4.623600006,7.069345951,0.723874032,54.20582199,0.864451885,0.032375867999999995,0.683019102,0.178741366,0.9552028779999999,0.324223638,0.56077534,0.22042210399999998,0.163064316,2020
120,Kenya,Sub-Saharan Africa,4.583000183,8.02977562,0.702652037,60.09693146,0.829747558,0.294681519,0.831499159,0.47641339899999996,0.905077755,0.536312759,0.519180536,0.39390209299999995,0.067201078,2020
121,Namibia,Sub-Saharan Africa,4.571100235,9.203141212,0.846880972,56.50148773,0.767520964,-0.18530646,0.8514497879999999,0.84008199,1.2457381490000001,0.40687117,0.44459897299999995,0.076454483,0.054320343,2020
122,Ukraine,Commonwealth of Independent States,4.56069994,9.010690689,0.878879368,64.60678101,0.663081884,-0.030933706000000002,0.920636714,0.780434608,1.321316481,0.6986743809999999,0.319423705,0.17855131600000002,0.00965116,2020
123,Liberia,Sub-Saharan Africa,4.557899952,7.054380417000001,0.70928055,56.09631348,0.735268712,0.04227322,0.8563759329999999,0.174103007,0.9207339290000001,0.392284274,0.405943096,0.22696787100000002,0.051139875999999994,2020
124,Palestinian Territories,Middle East and North Africa,4.552800179,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.07191365200000001,2020
125,Uganda,Sub-Saharan Africa,4.43200016,7.500389576,0.7649946209999999,55.70820236,0.7317139509999999,0.099487431,0.8367378120000001,0.31233742800000003,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,2020
126,Chad,Sub-Saharan Africa,4.422699928,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.8027608390000001,0.30228748899999996,0.739118278,0.1087441,0.22860176899999998,0.210805088,0.085755408,2020
